loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,habitable_zone,habitable
15324,Kepler-1653 b,Kepler-1653,1,1,1,Transit,2017,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,140.2524,0.003,-0.003,0.0,0.4706,0.0098,-0.0041,0.0,2.17,0.16,-0.23,0.0,0.194,0.014,-0.021,0.0,,,,,,,,,,,,,,0.98,0.18,-0.1,0.0,284.0,25.0,-21.0,0.0,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,,4807.0,100.0,-100.0,0.0,0.69,0.03,-0.02,0.0,0.72,0.04,-0.03,0.0,-0.18,0.1,-0.1,0.0,[Fe/H],4.62,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m49.85s,296.457702,+41d15m57.68s,41.266021,,,,15.864,0.172,-0.172,13.211,0.029,-0.029,,,,2017-11-14,2017-12,2017-11-16,Yes,Yes
15325,Kepler-1654 b,Kepler-1654,1,1,1,Transit,2018,Kepler,Published Confirmed,0,<a refstr=BEICHMAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..158B/abstract target=ref>Beichman et al. 2018</a>,1047.8356,0.0018,-0.0019,0.0,2.026,0.037,-0.035,0.0,9.18,0.213,-0.191,0.0,0.819,0.019,-0.017,0.0,158.915,,,1.0,0.5,,,1.0,Mass,0.26,0.21,-0.11,0.0,0.3,0.02,-0.02,0.0,206.0,4.0,-4.0,0.0,0,<a refstr=BEICHMAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..158B/abstract target=ref>Beichman et al. 2018</a>,G5 V,5597.0,95.0,-93.0,0.0,1.18,0.03,-0.02,0.0,1.01,0.06,-0.05,0.0,-0.088,0.097,-0.095,0.0,[Fe/H],4.3,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m44.57s,282.1856949,+44d26m04.06s,44.4344617,568.117,3.878,-3.828,13.497,0.103,-0.103,11.922,0.016,-0.016,13.4057,0.000211,-0.000211,2018-03-05,2018-04,2018-03-08,Yes,Yes
15394,Kepler-1661 b,Kepler-1661,1,2,1,Transit,2020,Kepler,Published Confirmed,0,<a refstr=SOCIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...94S/abstract target=ref>Socia et al. 2020</a>,175.06,0.06,-0.06,0.0,0.633,0.005,-0.005,0.0,3.87,0.06,-0.06,0.0,0.345,0.005,-0.005,0.0,17.0,12.0,-12.0,0.0,0.05349,0.03776,-0.03776,0.0,Mass,0.057,0.005,-0.005,0.0,0.88,,,0.0,243.0,,,0.0,0,<a refstr=SOCIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...94S/abstract target=ref>Socia et al. 2020</a>,K,5100.0,100.0,-100.0,0.0,0.76,0.01,-0.01,0.0,0.84,0.02,-0.02,0.0,-0.12,0.1,-0.1,0.0,[M/H],4.66,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m40.10s,285.1670927,+41d58m00.98s,41.9669383,410.607,2.8825,-2.8825,14.357,0.092,-0.092,12.162,0.02,-0.02,14.1933,0.000321,-0.000321,2020-02-21,2020-03,2020-02-27,Yes,Yes
15915,Kepler-1704 b,Kepler-1704,1,1,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=DALBA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..154D/abstract target=ref>Dalba et al. 2021</a>,988.88112,0.00091,-0.00091,0.0,2.027,0.024,-0.03,0.0,11.949,0.493,-0.471,0.0,1.066,0.044,-0.042,0.0,1322.16617,92.17024,-88.99195,0.0,4.16,0.29,-0.28,0.0,Mass,0.92,0.01,-0.016,0.0,0.34,0.02,-0.02,0.0,254.0,4.0,-4.0,0.0,0,<a refstr=DALBA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..154D/abstract target=ref>Dalba et al. 2021</a>,,5746.0,87.0,-88.0,0.0,1.7,0.06,-0.06,0.0,1.13,0.04,-0.05,0.0,0.196,0.058,-0.058,0.0,[Fe/H],4.03,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m48.30s,291.2012559,+51d08m39.28s,51.1442437,835.455,9.323,-9.122,13.392,0.137,-0.137,11.792,0.026,-0.026,13.2514,0.00023,-0.00023,2022-11-07,2021-10,2022-11-07,Yes,Yes
19158,Kepler-1996 c,Kepler-1996,1,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,92.7297248,0.000398,-0.000398,0.0,0.3608,,,0.0,2.81,0.2,-0.08,0.0,0.251,0.018,-0.007,0.0,,,,,,,,,,0.0,,,0.0,1.38,0.32,-0.19,0.0,276.0,,,0.0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4580.0,92.0,-92.0,0.0,0.68,0.05,-0.02,0.0,0.75,0.03,-0.04,0.0,0.08,0.15,-0.15,0.0,[Fe/H],4.64,0.01,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m00.90s,285.2537555,+46d34m55.99s,46.5822183,440.561,4.42,-4.334,15.11,0.114,-0.114,12.53,0.03,-0.03,14.8656,0.000361,-0.000361,2017-05-08,2017-08-31 00:00,2017-05-08,Yes,Yes
19908,Kepler-22 b,Kepler-22,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,289.863876,1.3e-05,-1.3e-05,0.0,0.812,0.011,-0.013,0.0,2.1,0.12,-0.12,0.0,0.187,0.011,-0.011,0.0,9.1,,,1.0,0.02863,,,1.0,Mass,0.72,,,1.0,1.01,0.06,-0.06,0.0,279.0,4.0,-4.0,0.0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5596.0,61.0,-61.0,0.0,0.87,0.01,-0.01,0.0,0.86,0.05,-0.04,0.0,-0.255,0.065,-0.065,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,194.642,0.927,-0.918,11.751,0.057,-0.057,10.152,0.014,-0.014,11.6444,0.000239,-0.000239,2023-04-17,2023-04,2023-04-17,Yes,Yes
26885,Kepler-452 b,Kepler-452,1,1,1,Transit,2015,Kepler,Published Confirmed,1,<a refstr=JENKINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...56J/abstract target=ref>Jenkins et al. 2015</a>,384.843,0.007,-0.012,0.0,1.046,0.019,-0.015,0.0,1.63,0.23,-0.2,0.0,0.145,0.021,-0.018,0.0,,,,,,,,,,,,,,1.1,0.29,-0.22,0.0,265.0,15.0,-13.0,0.0,0,<a refstr=JENKINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...56J/abstract target=ref>Jenkins et al. 2015</a>,G2,5757.0,85.0,-85.0,0.0,1.11,0.15,-0.09,0.0,1.04,0.05,-0.05,0.0,0.21,0.09,-0.09,0.0,[Fe/H],4.32,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.90s,296.003752,+44d16m39.31s,44.2775861,551.727,5.236,-5.141,13.54,0.08,-0.08,11.852,0.016,-0.016,13.4048,0.000235,-0.000235,2015-07-21,2015-08,2015-07-23,Yes,Yes
28381,Kepler-553 c,Kepler-553,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,328.24017,0.00039,-0.0004,0.0,0.898,0.015,-0.012,0.0,11.579,0.359,-0.28,0.0,1.033,0.032,-0.025,0.0,2129.45033,139.8445,-136.66622,0.0,6.7,0.44,-0.43,0.0,Mass,0.346,0.02,-0.024,0.0,0.59,0.05,-0.04,0.0,251.0,4.0,-4.0,0.0,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,,5191.0,76.0,-78.0,0.0,0.9,0.03,-0.02,0.0,0.89,0.05,-0.04,0.0,0.152,0.058,-0.058,0.0,[Fe/H],4.48,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,728.525,12.571,-12.571,15.034,0.229,-0.229,13.064,0.037,-0.037,14.9567,0.000346,-0.000346,2024-09-13,2024-03,2024-09-13,Yes,Yes
34444,LHS 1140 b,LHS 1140,1,1,2,Transit,2017,MEarth Project,Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,24.73723,2e-05,-2e-05,0.0,0.0946,0.0017,-0.0017,0.0,1.73,0.025,-0.025,0.0,0.154,0.002,-0.002,0.0,5.6,0.19,-0.19,0.0,0.01762,0.0006,-0.0006,0.0,Mass,0.043,,,1.0,0.43,0.03,-0.03,0.0,226.0,4.0,-4.0,0.0,0,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,M4.5 V,3096.0,48.0,-48.0,0.0,0.22,0.0,0.0,0.0,0.18,0.0,0.0,0.0,-0.15,0.09,-0.09,0.0,[Fe/H],5.04,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,14.9861,0.0153,-0.0152,14.15,0.062,-0.062,8.821,0.024,-0.024,12.6706,0.000356,-0.000356,2024-03-04,2024-01,2024-03-04,Yes,Yes
34490,LP 890-9 c,LP 890-9,1,1,2,Transit,2022,SPECULOOS Southern Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220902831D/abstract target=ref>Delrez et al. 2022</a>,8.457463,2.4e-05,-2.4e-05,0.0,0.03984,0.00022,-0.00022,0.0,1.367,0.055,-0.039,0.0,0.122,0.005,-0.003,0.0,25.3,,,1.0,0.0796,,,1.0,Mass,,,,,0.91,0.03,-0.03,0.0,272.0,2.0,-2.0,0.0,0,<a refstr=DELREZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220902831D/abstract target=ref>Delrez et al. 2022</a>,M6 V,2850.0,75.0,-75.0,0.0,0.16,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,-0.028,0.089,-0.089,0.0,[Fe/H],5.13,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m31.42s,64.1309096,-28d18m56.85s,-28.3157909,32.4298,0.0702,-0.0699,18.0,0.2,-0.2,11.344,0.023,-0.023,15.8213,0.000763,-0.000763,2022-09-14,2022-09,2022-09-14,Yes,Yes
35103,PH2 b,PH2,1,1,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,282.52542,0.00011,-0.00011,0.0,0.833,0.014,-0.016,0.0,9.337,0.291,-0.269,0.0,0.833,0.026,-0.024,0.0,87.08498,20.97667,-21.2945,0.0,0.274,0.066,-0.067,0.0,Mass,0.215,0.095,-0.082,0.0,1.2,0.09,-0.09,0.0,295.0,5.0,-4.0,0.0,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,,5734.0,84.0,-82.0,0.0,0.95,0.03,-0.03,0.0,0.97,0.05,-0.06,0.0,0.017,0.051,-0.044,0.0,[Fe/H],4.47,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m03.27s,289.7636212,+51d57m45.66s,51.962683,343.863,3.631,-3.557,12.645,0.046,-0.046,11.116,0.022,-0.022,12.5811,0.000185,-0.000185,2024-09-13,2024-03,2024-09-13,Yes,Yes
35201,Ross 128 b,Ross 128,1,1,1,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,9.8658,0.007,-0.007,0.0,0.0496,0.0017,-0.0017,0.0,,,,,,,,,1.4,0.21,-0.21,0.0,0.0044,0.00066,-0.00066,0.0,Msini,0.116,0.097,-0.097,0.0,1.38,,,0.0,301.0,,,0.0,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,M4,3192.0,60.0,-60.0,0.0,0.2,0.01,-0.01,0.0,0.17,0.02,-0.02,0.0,-0.02,0.08,-0.08,0.0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h47m45.02s,176.9376036,+00d47m57.44s,0.7992898,3.37454,0.000805,-0.000805,11.12,0.1,-0.1,5.654,0.024,-0.024,9.59067,0.00112,-0.00112,2017-11-16,2018-05,2017-11-17,Yes,Yes
35772,TOI-2134 c,TOI-2134,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,95.5,0.36,-0.25,0.0,0.371,0.004,-0.004,0.0,7.27,0.42,-0.42,0.0,0.649,0.037,-0.037,0.0,41.89,7.69,-7.83,0.0,0.1318,0.0242,-0.02464,0.0,Mass,0.67,0.05,-0.06,0.0,1.4,0.1,-0.1,0.0,306.0,4.0,-4.0,0.0,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,K5 V,4580.0,50.0,-50.0,0.0,0.71,0.02,-0.02,0.0,0.74,0.03,-0.03,0.0,0.12,0.02,-0.02,0.0,[Fe/H],4.8,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.6202,0.016,-0.0159,8.933,0.003,-0.003,6.091,0.017,-0.017,8.5077,0.000511,-0.000511,2023-11-28,2023-10,2023-11-28,Yes,Yes
36086,TOI-4336 A b,TOI-4336 A,1,3,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TIMMERMANS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240412722T/abstract target=ref>Timmermans et al. 2024</a>,16.336334,2.4e-05,-2.3e-05,0.0,0.0872,0.0013,-0.0014,0.0,2.12,0.08,-0.09,0.0,0.189,0.007,-0.008,0.0,,,,,,,,,,,,,,1.5,0.18,-0.17,0.0,308.0,9.0,-9.0,0.0,0,<a refstr=TIMMERMANS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240412722T/abstract target=ref>Timmermans et al. 2024</a>,M3.5+/-0.5,3298.0,75.0,-73.0,0.0,0.33,0.01,-0.01,0.0,0.33,0.01,-0.01,0.0,-0.209,0.012,-0.013,0.0,[Fe/H],4.93,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h44m25.68s,206.1070129,-40d20m14.46s,-40.3373505,22.5455,0.0383,-0.0382,13.6,0.092,-0.092,8.632,0.024,-0.024,12.2569,0.000484,-0.000484,2024-05-08,2024-04,2024-05-08,Yes,Yes
36376,TOI-715 b,TOI-715,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRANSFIELD_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230506206D/abstract target=ref>Dransfield et al. 2023</a>,19.288004,2.7e-05,-2.4e-05,0.0,0.083,0.0027,-0.0027,0.0,1.55,0.064,-0.064,0.0,0.138,0.006,-0.006,0.0,,,,,,,,,,,,,,0.67,0.15,-0.2,0.0,234.0,12.0,-12.0,0.0,0,<a refstr=DRANSFIELD_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230506206D/abstract target=ref>Dransfield et al. 2023</a>,M4,3075.0,75.0,-75.0,0.0,0.24,0.01,-0.01,0.0,0.23,0.01,-0.01,0.0,-0.25,0.25,-0.25,0.0,[Fe/H],5.0,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h35m24.56s,113.8523276,-73d34m38.67s,-73.5774089,42.4048,0.0857,-0.0854,16.683,1.133,-1.133,10.917,0.019,-0.019,14.894,0.000665,-0.000665,2023-05-26,2023-05,2023-05-26,Yes,Yes
36516,Teegarden's Star b,Teegarden's Star,1,1,3,Radial Velocity,2019,Calar Alto Observatory,Published Confirmed,0,<a refstr=DREIZLER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240200923D/abstract target=ref>Dreizler et al. 2024</a>,4.90634,0.00041,-0.00041,0.0,0.0259,0.0008,-0.0009,0.0,,,,,,,,,1.16,0.12,-0.11,0.0,0.00365,0.00038,-0.00035,0.0,Msini,0.03,0.04,-0.02,0.0,1.08,0.08,-0.08,0.0,277.0,5.0,-5.0,0.0,0,<a refstr=DREIZLER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240200923D/abstract target=ref>Dreizler et al. 2024</a>,,3034.0,45.0,-45.0,0.0,0.12,0.01,-0.01,0.0,0.1,0.01,-0.01,0.0,-0.11,0.28,-0.28,0.0,[Fe/H],5.19,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m04.59s,43.2691449,+16d51m53.65s,16.8649024,3.83078,0.00398,-0.00397,15.13,0.2,-0.2,7.585,0.046,-0.046,12.2746,0.000992,-0.000992,2024-03-05,2024-02,2024-03-05,Yes,Yes
36518,Teegarden's Star c,Teegarden's Star,1,1,3,Radial Velocity,2019,Calar Alto Observatory,Published Confirmed,0,<a refstr=DREIZLER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240200923D/abstract target=ref>Dreizler et al. 2024</a>,11.416,0.003,-0.003,0.0,0.0455,0.0015,-0.0016,0.0,,,,,,,,,1.05,0.14,-0.13,0.0,0.0033,0.00044,-0.00041,0.0,Msini,0.04,0.07,-0.03,0.0,0.35,0.02,-0.02,0.0,209.0,4.0,-4.0,0.0,0,<a refstr=DREIZLER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240200923D/abstract target=ref>Dreizler et al. 2024</a>,,3034.0,45.0,-45.0,0.0,0.12,0.01,-0.01,0.0,0.1,0.01,-0.01,0.0,-0.11,0.28,-0.28,0.0,[Fe/H],5.19,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m04.59s,43.2691449,+16d51m53.65s,16.8649024,3.83078,0.00398,-0.00397,15.13,0.2,-0.2,7.585,0.046,-0.046,12.2746,0.000992,-0.000992,2024-03-05,2024-02,2024-03-05,Yes,Yes
37921,Wolf 1069 b,Wolf 1069,1,1,1,Radial Velocity,2023,Calar Alto Observatory,Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A..84K/abstract target=ref>Kossakowski et al. 2023</a>,15.564,0.015,-0.015,0.0,0.0672,0.0014,-0.0014,0.0,,,,,,,,,1.26,0.21,-0.21,0.0,0.00396,0.00066,-0.00066,0.0,Msini,,,,,0.65,0.03,-0.03,0.0,250.0,7.0,-6.0,0.0,0,<a refstr=KOSSAKOWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A..84K/abstract target=ref>Kossakowski et al. 2023</a>,M5.0 V,3158.0,54.0,-54.0,0.0,0.18,0.01,-0.01,0.0,0.17,0.01,-0.01,0.0,0.07,0.19,-0.19,0.0,[Fe/H],4.93,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h26m05.82s,306.5242477,+58d34m31.10s,58.5753044,9.58341,0.00485,-0.00485,13.993,0.049,-0.049,8.095,0.021,-0.021,12.3653,0.000435,-0.000435,2023-02-25,2023-02,2023-02-25,Yes,Yes
